Mod:Item:MetaData, Localized Name
fossil:bone_arm_bone:43, Ornitholestes Arm Bone
fossil:bone_ribcage:0, Triceratops Ribcage
fossil:bone_ribcage:1, Velociraptor Ribcage
fossil:bone_ribcage:2, Tyrannosaurus Ribcage
fossil:bone_ribcage:3, Pteranodon Ribcage
fossil:bone_ribcage:4, Plesiosaurus Ribcage
fossil:bone_ribcage:5, Mosasaurus Ribcage
fossil:bone_ribcage:6, Stegosaurus Ribcage
fossil:bone_ribcage:7, Dilophosaurus Ribcage
fossil:bone_ribcage:8, Brachiosaurus Ribcage
fossil:bone_ribcage:9, Spinosaurus Ribcage
fossil:bone_ribcage:10, Compsognathus Ribcage
fossil:bone_ribcage:11, Ankylosaurus Ribcage
fossil:bone_ribcage:12, Pachycephalosaurus Ribcage
fossil:bone_ribcage:13, Deinonychus Ribcage
fossil:bone_ribcage:14, Gallimimus Ribcage
fossil:bone_ribcage:15, Liopleurodon Ribcage
fossil:bone_ribcage:16, Allosaurus Ribcage
fossil:bone_ribcage:17, Sarcosuchus Ribcage
fossil:bone_ribcage:18, Ceratosaurus Ribcage
fossil:bone_ribcage:19, Dryosaurus Ribcage
fossil:bone_ribcage:20, Therizinosaurus Ribcage
fossil:bone_ribcage:21, Parasaurolophus Ribcage
fossil:bone_ribcage:22, Confuciusornis Ribcage
fossil:bone_ribcage:23, Ichthyosaurus Ribcage
fossil:bone_ribcage:24, Henodus Ribcage
fossil:bone_ribcage:25, Dodo Ribcage
fossil:bone_ribcage:26, Gastornis Ribcage
fossil:bone_ribcage:27, Kelenken Ribcage
fossil:bone_ribcage:28, Phorusrhacos Ribcage
fossil:bone_ribcage:29, Titanis Ribcage
fossil:bone_ribcage:30, Mammoth Ribcage
fossil:bone_ribcage:31, Smilodon Ribcage
fossil:bone_ribcage:32, Quagga Ribcage
fossil:bone_ribcage:33, Elasmotherium Ribcage
fossil:bone_ribcage:34, Megaloceros Ribcage
fossil:bone_ribcage:35, Megalania Ribcage
fossil:bone_ribcage:36, Platybelodon Ribcage
fossil:bone_ribcage:37, Tiktaalik Ribcage
fossil:bone_ribcage:38, Crassigyrinus Ribcage
fossil:bone_ribcage:39, Diplocaulus Ribcage
fossil:bone_ribcage:40, Edaphosaurus Ribcage
fossil:bone_ribcage:41, Citipati Ribcage
fossil:bone_ribcage:42, Diplodocus Ribcage
fossil:bone_ribcage:43, Ornitholestes Ribcage
fossil:bone_vertebrae:0, Triceratops Vertebrae
fossil:bone_vertebrae:1, Velociraptor Vertebrae
fossil:bone_vertebrae:2, Tyrannosaurus Vertebrae
fossil:bone_vertebrae:3, Pteranodon Vertebrae
fossil:bone_vertebrae:4, Plesiosaurus Vertebrae
fossil:bone_vertebrae:5, Mosasaurus Vertebrae
fossil:bone_vertebrae:6, Stegosaurus Vertebrae
fossil:bone_vertebrae:7, Dilophosaurus Vertebrae
fossil:bone_vertebrae:8, Brachiosaurus Vertebrae
fossil:bone_vertebrae:9, Spinosaurus Vertebrae
fossil:bone_vertebrae:10, Compsognathus Vertebrae
fossil:bone_vertebrae:11, Ankylosaurus Vertebrae
fossil:bone_vertebrae:12, Pachycephalosaurus Vertebrae
fossil:bone_vertebrae:13, Deinonychus Vertebrae
fossil:bone_vertebrae:14, Gallimimus Vertebrae
fossil:bone_vertebrae:15, Liopleurodon Vertebrae
fossil:bone_vertebrae:16, Allosaurus Vertebrae
fossil:bone_vertebrae:17, Sarcosuchus Vertebrae
fossil:bone_vertebrae:18, Ceratosaurus Vertebrae
fossil:bone_vertebrae:19, Dryosaurus Vertebrae
fossil:bone_vertebrae:20, Therizinosaurus Vertebrae
fossil:bone_vertebrae:21, Parasaurolophus Vertebrae
fossil:bone_vertebrae:22, Confuciusornis Vertebrae
fossil:bone_vertebrae:23, Ichthyosaurus Vertebrae
fossil:bone_vertebrae:24, Henodus Vertebrae
fossil:bone_vertebrae:25, Dodo Vertebrae
fossil:bone_vertebrae:26, Gastornis Vertebrae
fossil:bone_vertebrae:27, Kelenken Vertebrae
fossil:bone_vertebrae:28, Phorusrhacos Vertebrae
fossil:bone_vertebrae:29, Titanis Vertebrae
fossil:bone_vertebrae:30, Mammoth Vertebrae
fossil:bone_vertebrae:31, Smilodon Vertebrae
fossil:bone_vertebrae:32, Quagga Vertebrae
fossil:bone_vertebrae:33, Elasmotherium Vertebrae
fossil:bone_vertebrae:34, Megaloceros Vertebrae
fossil:bone_vertebrae:35, Megalania Vertebrae
fossil:bone_vertebrae:36, Platybelodon Vertebrae
fossil:bone_vertebrae:37, Tiktaalik Vertebrae
fossil:bone_vertebrae:38, Crassigyrinus Vertebrae
fossil:bone_vertebrae:39, Diplocaulus Vertebrae
fossil:bone_vertebrae:40, Edaphosaurus Vertebrae
fossil:bone_vertebrae:41, Citipati Vertebrae
fossil:bone_vertebrae:42, Diplodocus Vertebrae
fossil:bone_vertebrae:43, Ornitholestes Vertebrae
fossil:palm_door_item, Palm Door
fossil:calamites_door_item, Calamites Door
fossil:sigillaria_door_item, Sigillaria Door
fossil:cordaites_door_item, Cordaites Door
fossil:pinkerton, Pinkerton
fossil:fossil, Fossil
fossil:amber_ore, Amber Ore
fossil:skull_block, Skull Block
fossil:skull_lantern, Skull Lantern
fossil:cultivate, {color} Cultivator
fossil:cultivate_active, Culture Vat
fossil:worktable, Archeology Workbench
fossil:worktable_active, Archeology Workbench
fossil:sifter, Sifter
fossil:sifter_active, Sifter
fossil:analyzer, Analyzer
fossil:analyzer_active, Analyzer
fossil:bubble_blower, Bubble Blower
fossil:feeder, Feeder
fossil:permafrost, Permafrost
fossil:iced_stone, Iced Stone
fossil:dense_sand, Dense Sand
fossil:strong_glass, Reinforced Glass
fossil:ancient_glass, Ancient Glass
fossil:slimetrail, Failuresaurus Trail
fossil:ancient_stone, Ancient Stone
fossil:ancient_stone_brick, Ancient Stone Brick
fossil:ancient_stone_stairs, Ancient Stone Stairs
fossil:ancient_stone_slab:0, Ancient Stone Slab
fossil:ancient_stone_slab_double:0, Ancient Stone Slab
fossil:volcanic_ash, Volcanic Ash
fossil:volcanic_brick, Volcanic Brick
fossil:volcanic_rock, Volcanic Rock
fossil:volcanic_stairs, Volcanic Stone Stairs
fossil:volcanic_slab_double:0, Volcanic Stone Slab
fossil:volcanic_slab:0, Volcanic Stone Slab
fossil:anu_portal, Mysterious Lair Portal
fossil:anu_statue, Anu Totem
fossil:home_portal, Overworld Portal
fossil:anubite_statue, Anubite Statue
fossil:ancient_chest, Ancient Treasure Chest
fossil:sarcophagus, Mysterious Sarcophagus
fossil:figurine:0, Pristine Steve Figurine
fossil:figurine:1, Pristine Skeleton Figurine
fossil:figurine:2, Pristine Zombie Figurine
fossil:figurine:3, Pristine Enderman Figurine
fossil:figurine:4, Pristine Zombie Pigman Figurine
fossil:figurine:5, Damaged Steve Figurine
fossil:figurine:6, Damaged Skeleton Figurine
fossil:figurine:7, Damaged Zombie Figurine
fossil:figurine:8, Damaged Enderman Figurine
fossil:figurine:9, Damaged Zombie Pigman Figurine
fossil:figurine:10, Broken Steve Figurine
fossil:figurine:11, Broken Skeleton Figurine
fossil:figurine:12, Broken Zombie Figurine
fossil:figurine:13, Broken Enderman Figurine
fossil:figurine:14, Broken Zombie Pigman Figurine
fossil:figurine:15, Mysterious Figurine
fossil:vase_amphora:0, Broken Amphora
fossil:vase_amphora:1, Restored Amphora
fossil:vase_amphora:2, Red Figure Amphora
fossil:vase_amphora:3, Black Figure Amphora
fossil:vase_amphora:4, Porcelain Amphora
fossil:vase_kylix:0, Broken Kylix
fossil:vase_kylix:1, Restored Kylix
fossil:vase_kylix:2, Red Figure Kylix
fossil:vase_kylix:3, Black Figure Kylix
fossil:vase_kylix:4, Porcelain Kylix
fossil:vase_volute:0, Broken Volute
fossil:vase_volute:1, Restored Volute
fossil:vase_volute:2, Red Figure Volute
fossil:vase_volute:3, Black Figure Volute
fossil:vase_volute:4, Porcelain Volute
fossil:time_machine, Time Machine
fossil:drum, Drum
fossil:tar, Tar
fossil:obsidian_spikes, Obsidian Spikes
fossil:palm_sapling, Palaeoraphe Sapling
fossil:palm_log, Palaeoraphe Log
fossil:palm_leaves, Palaeoraphe Leaves
fossil:palm_planks, Palaeoraphe Planks
fossil:palm_planks_slab_double:0, Palaeoraphe Planks Slab
fossil:palm_planks_slab:0, Palaeoraphe Planks Slab
fossil:palm_stairs, Palm Stairs
fossil:palm_fence, Palm Fence
fossil:palm_fence_gate, Palm Fence Gate
fossil:palm_door, Palaeoraphe Door
fossil:palm_trapdoor, Palm Trapdoor
fossil:calamites_sapling, Calamites Sapling
fossil:calamites_log, Calamites Log
fossil:calamites_leaves, Calamites Leaves
fossil:calamites_planks, Calamites Planks
fossil:calamites_planks_slab_double:0, Calamites Planks Slab
fossil:calamites_planks_slab:0, Calamites Planks Slab
fossil:calamites_stairs, Calamites Stairs
fossil:calamites_fence, Calamites Fence
fossil:calamites_fence_gate, Calamites Fence Gate
fossil:calamites_door, Calamites Door
fossil:calamites_trapdoor, Calamites Trapdoor
fossil:sigillaria_sapling, Sigillaria Sapling
fossil:sigillaria_log, Sigillaria Log
fossil:sigillaria_leaves, Sigillaria Leaves
fossil:sigillaria_planks, Sigillaria Planks
fossil:sigillaria_planks_slab_double:0, Sigillaria Planks Slab
fossil:sigillaria_planks_slab:0, Sigillaria Planks Slab
fossil:sigillaria_stairs, Sigillaria Planks Stairs
fossil:sigillaria_fence, Sigillaria Fence
fossil:sigillaria_fence_gate, Sigillaria Fence Gate
fossil:sigillaria_door, Sigillaria Door
fossil:sigillaria_trapdoor, Sigillaria Trapdoor
fossil:cordaites_sapling, Cordaites Sapling
fossil:cordaites_log, Cordaites Log
fossil:cordaites_leaves, Cordaites Leaves
fossil:cordaites_planks, Cordaites Planks
fossil:cordaites_planks_slab_double:0, Cordaites Planks Slab
fossil:cordaites_planks_slab:0, Cordaites Planks Slab
fossil:cordaites_stairs, Cordaites Planks Stairs
fossil:cordaites_fence, Cordaites Fence
fossil:cordaites_fence_gate, Cordaites Fence Gate
fossil:cordaites_door, Cordaites Door
fossil:cordaites_trapdoor, Cordaites Trapdoor
fossil:ancient_wood, Ancient Wood
fossil:ancient_wood_pillar, Ancient Wood Pillar
fossil:ancient_wood_plate, Ancient Wood Plate
fossil:ancient_wood_stairs, Ancient Wood Stairs
fossil:ancient_wood_slab_double:0, Ancient Wood Slab
fossil:ancient_wood_slab:0, Ancient Wood Slab
fossil:fern_block, Prehistoric Ferns
fossil:dillhoffia_flower, Dillhoffia Flower
fossil:sarracenia, Sarracenia
fossil:cephalotaxus, Cephalotaxus
fossil:licopodiophyta, Archaeosigillaria
fossil:foozia, Foozia
fossil:zamites, Zamites
fossil:bennettitales_small, Bennettitales
fossil:bennettitales_large, Tall Bennettitales
fossil:welwitschia, Welwitschia
fossil:horsetail_small, Horsetail
fossil:horsetail_large, Tall Horsetail
fossil:mutant_plant, Mutant Plant
fossil:tempskya, Tempskya
fossil:vaccinium, Vaccinium
fossil:osmunda, Osmunda
fossil:crataegus, Crataegus
fossil:florissantia, Florissantia
fossil:ependra, Ephedra
fossil:duisbergia, Duisbergia
fossil:dipteris, Dipteris
fossil:dictyophyllum, Dictyophyllum
fossil:sagenopteris, Sagenopteris
fossil:cyathea, Cyathea
fossil:fake_obsidian, Obsidian
fossil:pig_dna, Pig DNA
fossil:pig_syringe, Pig Embryo
fossil:cow_dna, Cow DNA
fossil:cow_syringe, Cow Embryo
fossil:sheep_dna, Sheep DNA
fossil:sheep_syringe, Sheep Embryo
fossil:horse_dna, Horse DNA
fossil:horse_syringe, Horse Embryo
fossil:donkey_dna, Donkey DNA
fossil:donkey_syringe, Donkey Embryo
fossil:chicken_dna, Chicken DNA
fossil:chicken_egg_cultivated, Cultivated Chicken Egg
fossil:parrot_dna, Parrot DNA
fossil:parrot_egg_cultivated, Cultivated Parrot Egg
fossil:polarbear_dna, Polar Bear DNA
fossil:polarbear_syringe, Polar Bear Embryo
fossil:rabbit_dna, Rabbit DNA
fossil:rabbit_syringe, Rabbit Embryo
fossil:llama_dna, Llama DNA
fossil:llama_syringe, Llama Embryo
fossil:nautilus_dna, Nautilus DNA
fossil:nautilus_egg:0, Nautilus Eggs
fossil:nautilus_fish:0, Nautilus
fossil:coelacanth_dna, Coelacanth DNA
fossil:coelacanth_egg:0, Coelacanth Eggs
fossil:coelacanth_fish:0, Coelacanth
fossil:coelacanth_cooked, Cooked Coelacanth
fossil:alligator_gar_dna, Alligator Gar DNA
fossil:alligator_gar_egg:0, Alligator Gar Eggs
fossil:alligator_gar_fish:0, Alligator Gar
fossil:alligator_gar_cooked, Cooked Alligator Gar
fossil:sturgeon_dna, Sturgeon DNA
fossil:sturgeon_egg:0, Sturgeon Eggs
fossil:sturgeon_fish:0, Sturgeon
fossil:sturgeon_cooked, Cooked Sturgeon
fossil:triceratops_dna, Triceratops DNA
fossil:triceratops_egg:0, Triceratops Egg
fossil:triceratops_meat, Triceratops Meat
fossil:triceratops_cooked, Cooked Triceratops Meat
fossil:velociraptor_dna, Velociraptor DNA
fossil:velociraptor_egg:0, Velociraptor Egg
fossil:velociraptor_meat, Velociraptor Meat
fossil:velociraptor_cooked, Cooked Velociraptor Meat
fossil:tyrannosaurus_dna, Tyrannosaurus DNA
fossil:tyrannosaurus_egg:0, Tyrannosaurus Egg
fossil:tyrannosaurus_meat, Tyrannosaurus Meat
fossil:tyrannosaurus_cooked, Cooked Tyrannosaurus Meat
fossil:pterosaur_dna, Pteranodon DNA
fossil:pterosaur_egg:0, Pteranodon Egg
fossil:pterosaur_meat, Pteranodon Meat
fossil:pterosaur_cooked, Cooked Pteranodon Meat
fossil:plesiosaur_dna, Plesiosaurus DNA
fossil:plesiosaur_egg:0, Plesiosaurus Sac
fossil:plesiosaur_meat, Plesiosaurus Meat
fossil:plesiosaur_cooked, Cooked Plesiosaurus Meat
fossil:mosasaurus_dna, Mosasaurus DNA
fossil:mosasaurus_egg:0, Mosasaurus Sac
fossil:mosasaurus_meat, Mosasaurus Meat
fossil:mosasaurus_cooked, Cooked Mosasaurus Meat
fossil:stegosaurus_dna, Stegosaurus DNA
fossil:stegosaurus_egg:0, Stegosaurus Egg
fossil:stegosaurus_meat, Stegosaurus Meat
fossil:stegosaurus_cooked, Cooked Stegosaurus Meat
fossil:dilophosaurus_dna, Dilophosaurus DNA
fossil:dilophosaurus_egg:0, Dilophosaurus Egg
fossil:dilophosaurus_meat, Dilophosaurus Meat
fossil:dilophosaurus_cooked, Cooked Dilophosaurus Meat
fossil:brachiosaurus_dna, Brachiosaurus DNA
fossil:brachiosaurus_egg:0, Brachiosaurus Egg
fossil:brachiosaurus_meat, Brachiosaurus Meat
fossil:brachiosaurus_cooked, Cooked Brachiosaurus Meat
fossil:spinosaurus_dna, Spinosaurus DNA
fossil:spinosaurus_egg:0, Spinosaurus Egg
fossil:spinosaurus_meat, Spinosaurus Meat
fossil:spinosaurus_cooked, Cooked Spinosaurus Meat
fossil:compsognathus_dna, Compsognathus DNA
fossil:compsognathus_egg:0, Compsognathus Egg
fossil:compsognathus_meat, Compsognathus Meat
fossil:compsognathus_cooked, Cooked Compsognathus Meat
fossil:ankylosaurus_dna, Ankylosaurus DNA
fossil:ankylosaurus_egg:0, Ankylosaurus Egg
fossil:ankylosaurus_meat, Ankylosaurus Meat
fossil:ankylosaurus_cooked, Cooked Ankylosaurus Meat
fossil:pachycephalosaurus_dna, Pachycephalosaurus DNA
fossil:pachycephalosaurus_egg:0, Pachycephalosaurus Egg
fossil:pachycephalosaurus_meat, Pachycephalosaurus Meat
fossil:pachycephalosaurus_cooked, Cooked Pachycephalosaurus Meat
fossil:deinonychus_dna, Deinonychus DNA
fossil:deinonychus_egg:0, Deinonychus Egg
fossil:deinonychus_meat, Deinonychus Meat
fossil:deinonychus_cooked, Cooked Deinonychus Meat
fossil:gallimimus_dna, Gallimimus DNA
fossil:gallimimus_egg:0, Gallimimus Egg
fossil:gallimimus_meat, Gallimimus Meat
fossil:gallimimus_cooked, Cooked Gallimimus Meat
fossil:liopleurodon_dna, Liopleurodon DNA
fossil:liopleurodon_egg:0, Liopleurodon Sac
fossil:liopleurodon_meat, Liopleurodon Meat
fossil:liopleurodon_cooked, Cooked Liopleurodon Meat
fossil:allosaurus_dna, Allosaurus DNA
fossil:allosaurus_egg:0, Allosaurus Egg
fossil:allosaurus_meat, Allosaurus Meat
fossil:allosaurus_cooked, Cooked Allosaurus Meat
fossil:sarcosuchus_dna, Sarcosuchus DNA
fossil:sarcosuchus_egg:0, Sarcosuchus Egg
fossil:sarcosuchus_meat, Sarcosuchus Meat
fossil:sarcosuchus_cooked, Cooked Sarcosuchus Meat
fossil:ceratosaurus_dna, Ceratosaurus DNA
fossil:ceratosaurus_egg:0, Ceratosaurus Egg
fossil:ceratosaurus_meat, Ceratosaurus Meat
fossil:ceratosaurus_cooked, Cooked Ceratosaurus Meat
fossil:dryosaurus_dna, Dryosaurus DNA
fossil:dryosaurus_egg:0, Dryosaurus Egg
fossil:dryosaurus_meat, Dryosaurus Meat
fossil:dryosaurus_cooked, Cooked Dryosaurus Meat
fossil:therizinosaurus_dna, Therizinosaurus DNA
fossil:therizinosaurus_egg:0, Therizinosaurus Egg
fossil:therizinosaurus_meat, Therizinosaurus Meat
fossil:therizinosaurus_cooked, Cooked Therizinosaurus
fossil:parasaurolophus_dna, Parasaurolophus DNA
fossil:parasaurolophus_egg:0, Parasaurolophus Egg
fossil:parasaurolophus_meat, Parasaurolophus Meat
fossil:parasaurolophus_cooked, Cooked Parasaurolophus Meat
fossil:citipati_dna, Citipati DNA
fossil:citipati_egg:0, Citipati Egg
fossil:citipati_meat, Citipati Meat
fossil:citipati_cooked, Cooked Citipati Meat
fossil:diplodocus_dna, Diplodocus DNA
fossil:diplodocus_egg:0, Diplodocus Egg
fossil:diplodocus_meat, Diplodocus Meat
fossil:diplodocus_cooked, Cooked Diplodocus Meat
fossil:ornitholestes_dna, Ornitholestes DNA
fossil:ornitholestes_egg:0, Ornitholestes Egg
fossil:ornitholestes_meat, Ornitholestes Meat
fossil:ornitholestes_cooked, Cooked Ornitholestes Meat
fossil:henodus_dna, Henodus DNA
fossil:henodus_egg:0, Henodus Sac
fossil:henodus_meat, Henodus Meat
fossil:henodus_cooked, Cooked Henodus Meat
fossil:icthyosaurus_dna, Ichthyosaurus DNA
fossil:icthyosaurus_egg:0, Ichthyosaurus Sac
fossil:icthyosaurus_meat, Ichthyosaurus Meat
fossil:icthyosaurus_cooked, Cooked Ichthyosaurus Meat
fossil:meganeura_dna, Meganeura DNA
fossil:meganeura_egg:0, Meganeura Eggs
fossil:meganeura_meat, Meganeura Meat
fossil:meganeura_cooked, Cooked Meganeura Meat
fossil:megalograptus_dna, Megalograptus DNA
fossil:megalograptus_egg:0, Megalograptus Eggs
fossil:megalograptus_meat, Megalograptus Meat
fossil:megalograptus_cooked, Cooked Megalograptus Meat
fossil:confuciusornis_dna, Confuciusornis DNA
fossil:confuciusornis_egg, Confuciusornis Egg
fossil:confuciusornis_egg_cultivated, Cultivated Confuciusornis Egg
fossil:confuciusornis_meat, Confuciusornis Meat
fossil:confuciusornis_cooked, Cooked Confuciusornis Meat
fossil:dodo_dna, Dodo DNA
fossil:dodo_egg, Dodo Egg
fossil:dodo_egg_cultivated, Cultivated Dodo Egg
fossil:dodo_meat, Dodo Meat
fossil:dodo_cooked, Cooked Dodo Meat
fossil:gastornis_dna, Gastornis DNA
fossil:gastornis_egg, Gastornis Egg
fossil:gastornis_egg_cultivated, Cultivated Gastornis Egg
fossil:gastornis_meat, Gastornis Meat
fossil:gastornis_cooked, Cooked Gastornis Meat
fossil:kelenken_dna, Kelenken DNA
fossil:kelenken_egg, Kelenken Egg
fossil:kelenken_egg_cultivated, Cultivated Kelenken Egg
fossil:kelenken_meat, Kelenken Meat
fossil:kelenken_cooked, Cooked Kelenken Meat
fossil:phorusrhacos_dna, Phorusrhacos DNA
fossil:phorusrhacos_egg, Phorusrhacos Egg
fossil:phorusrhacos_egg_cultivated, Cultivated Phorusrhacos Egg
fossil:phorusrhacos_meat, Phorusrhacos Meat
fossil:phorusrhacos_cooked, Cooked Phorusrhacos Meat
fossil:titanis_dna, Titanis DNA
fossil:titanis_egg, Titanis Egg
fossil:titanis_egg_cultivated, Cultivated Titanis Egg
fossil:titanis_meat, Titanis Meat
fossil:titanis_cooked, Cooked Titanis Meat
fossil:mammoth_dna, Mammoth DNA
fossil:mammoth_syringe, Mammoth Embryo
fossil:mammoth_meat, Mammoth Meat
fossil:mammoth_cooked, Cooked Mammoth Meat
fossil:smilodon_dna, Smilodon DNA
fossil:smilodon_syringe, Smilodon Embryo
fossil:smilodon_meat, Smilodon Meat
fossil:smilodon_cooked, Cooked Smilodon Meat
fossil:quagga_dna, Quagga DNA
fossil:quagga_syringe, Quagga Embryo
fossil:quagga_meat, Quagga Meat
fossil:quagga_cooked, Cooked Quagga Meat
fossil:elasmotherium_dna, Elasmotherium DNA
fossil:elasmotherium_syringe, Elasmotherium Embryo
fossil:elasmotherium_meat, Elasmotherium Meat
fossil:elasmotherium_cooked, Cooked Elasmotherium Meat
fossil:megaloceros_dna, Megaloceros DNA
fossil:megaloceros_syringe, Megaloceros Embryo
fossil:megaloceros_meat, Megaloceros Meat
fossil:megaloceros_cooked, Cooked Megaloceros Meat
fossil:megalania_dna, Megalania DNA
fossil:megalania_egg:0, Megalania Egg
fossil:megalania_meat, Megalania Meat
fossil:megalania_cooked, Cooked Megalania Meat
fossil:megalodon_dna, Megalodon DNA
fossil:megalodon_egg:0, Megalodon Sac
fossil:megalodon_meat, Megalodon Meat
fossil:megalodon_cooked, Cooked Megalodon Meat
fossil:platybelodon_dna, Platybelodon DNA
fossil:platybelodon_syringe, Platybelodon Embryo
fossil:platybelodon_meat, Platybelodon Meat
fossil:platybelodon_cooked, Cooked Platybelodon Meat
fossil:tiktaalik_dna, Tiktaalik DNA
fossil:tiktaalik_egg:0, Tiktaalik Egg
fossil:tiktaalik_meat, Tiktaalik Meat
fossil:tiktaalik_cooked, Cooked Tiktaalik Meat
fossil:crassigyrinus_dna, Crassigyrinus DNA
fossil:crassigyrinus_egg:0, Crassigyrinus Egg
fossil:crassigyrinus_meat, Crassigyrinus Meat
fossil:crassigyrinus_cooked, Cooked Crassigyrinus Meat
fossil:diplocaulus_dna, Diplocaulus DNA
fossil:diplocaulus_egg:0, Diplocaulus Egg
fossil:diplocaulus_meat, Diplocaulus Meat
fossil:diplocaulus_cooked, Cooked Diplocaulus Meat
fossil:edaphosaurus_dna, Edaphosaurus DNA
fossil:edaphosaurus_egg:0, Edaphosaurus Egg
fossil:edaphosaurus_meat, Edaphosaurus Meat
fossil:edaphosaurus_cooked, Cooked Edaphosaurus Meat
fossil:arthropleura_dna, Arthropleura DNA
fossil:arthropleura_egg:0, Arthropleura Eggs
fossil:arthropleura_meat, Arthropleura Meat
fossil:arthropleura_cooked, Cooked Arthropleura Meat
fragileglassft:fragileglass, Fragile Glass
fragileglassft:fragilepane, Fragile Glass Pane
fragileglassft:stainedfragileglass, Stained Fragile Glass
fragileglassft:stainedfragilepane, Stained Fragile Glass Pane
fragileglassft:sugarblock, Sugar Block
fragileglassft:thinice, Thin Ice
fragileglassft:sugarcauldron, Sugar Cauldron
fragileglassft:weakstone, Weak Stone
industrialrenewal:chunk_hematite, Hematite Chunk
industrialrenewal:prospecting_pan, Prospecting Pan
industrialrenewal:ir_manual, Industrial Renewal Manual
industrialrenewal:ingot_steel, Steel Ingot
industrialrenewal:sponge_iron, Sponge Iron
industrialrenewal:screwdrive, Powered Screwdrive
industrialrenewal:cart_linkable, item.industrialrenewal.cart_linkable.name
industrialrenewal:steel_saw, Steel Saw
industrialrenewal:cargo_container, Cargo Cart
industrialrenewal:cart_hopper, Bulk Cargo Cart
industrialrenewal:fluid_container, Fluid Tank Cart
industrialrenewal:steam_locomotive, Steam Locomotive (WIP)
industrialrenewal:log_cart, Log Cart
industrialrenewal:passenger_car, Passenger Cart
industrialrenewal:minecart_flat, Flat Cart
industrialrenewal:tender, Tender
industrialrenewal:small_slab, Small Slab
industrialrenewal:stick_iron, Iron Rod
industrialrenewal:stick_steel, Steel Rod
industrialrenewal:medkit, MedKit
industrialrenewal:item_fire_extinguisher, Fire Extinguisher
industrialrenewal:safety_helmet, Safety Helmet
industrialrenewal:safety_belt, Safety Belt
industrialrenewal:record_royal_entrance, Music Disc
industrialrenewal:plow_iron, Iron Snow Plow (WIP)
industrialrenewal:cartridge_plus, Redstone Cartridge Plus
industrialrenewal:cartridge_minus, Redstone Cartridge Minus
industrialrenewal:cartridge_half, Redstone Cartridge Half
industrialrenewal:cartridge_double, Redstone Cartridge Double
industrialrenewal:cartridge_inverter, Redstone Cartridge Inverter
industrialrenewal:coil_hv, Ultra-HV Wire Coil
industrialrenewal:pointer, item.industrialrenewal.pointer.name
industrialrenewal:limiter, item.industrialrenewal.limiter.name
industrialrenewal:pointer_long, item.industrialrenewal.pointer_long.name
industrialrenewal:bar_level, item.industrialrenewal.bar_level.name
industrialrenewal:fire, item.industrialrenewal.fire.name
industrialrenewal:barrel_item, Barrel
industrialrenewal:firebox_solid, Firebox for Solid Fuel
industrialrenewal:firebox_fluid, Firebox for Liquid Fuel
industrialrenewal:battery, Battery
industrialrenewal:battery_lithium, Lithium Battery
industrialrenewal:motor, Motor
industrialrenewal:small_wind_blade, Wind Generator Blades
industrialrenewal:drill_steel, Steel Drill
industrialrenewal:drill_diamond, Diamond Drill
industrialrenewal:drill_deep, Deep Drill
industrialrenewal:fluid_loader_arm, item.industrialrenewal.fluid_loader_arm.name
industrialrenewal:rotary_drum, item.industrialrenewal.rotary_drum.name
industrialrenewal:lathecutter, item.industrialrenewal.lathecutter.name
industrialrenewal:indicator_on, item.industrialrenewal.indicator_on.name
industrialrenewal:indicator_off, item.industrialrenewal.indicator_off.name
industrialrenewal:switch_on, item.industrialrenewal.switch_on.name
industrialrenewal:switch_off, item.industrialrenewal.switch_off.name
industrialrenewal:push_button, item.industrialrenewal.push_button.name
industrialrenewal:label_5, item.industrialrenewal.label_5.name
industrialrenewal:disc_r, item.industrialrenewal.disc_r.name
industrialrenewal:regen_wand, Wand of Deep Vein Search
industrialrenewal:orevein_hematite, Hematite
industrialrenewal:block_hazard, Physical Hazard
industrialrenewal:aisle_hazard, Housekeeping and Aisle Hazard
industrialrenewal:caution_hazard, Traffic and Caution Hazard
industrialrenewal:defective_hazard, Defective Machinery Hazard
industrialrenewal:fire_hazard, Fire Prevention Hazard
industrialrenewal:radiation_hazard, Radiation Hazard
industrialrenewal:safety_hazard, Safety and First Aid Hazard
industrialrenewal:concrete, Concrete
industrialrenewal:block_steel, Block of Steel
industrialrenewal:platform, Platform
industrialrenewal:roof, Roof
industrialrenewal:frame, Rail Frame
industrialrenewal:catwalk_hatch, Hatch
industrialrenewal:bunker_hatch, Bunker Hatch
industrialrenewal:window, Windows
industrialrenewal:catwalk, Catwalk
industrialrenewal:handrail, Handrail
industrialrenewal:catwalk_stair, Stair
industrialrenewal:catwalk_ladder, Caged Ladder
industrialrenewal:catwalk_gate, Catwalk Gate
industrialrenewal:catwalk_pillar, Pillar
industrialrenewal:catwalk_column, Column
industrialrenewal:brace, Brace Beam
industrialrenewal:catwalk_steel, Steel Catwalk
industrialrenewal:handrail_steel, Steel Handrail
industrialrenewal:catwalk_stair_steel, Steel Stair
industrialrenewal:catwalk_ladder_steel, Caged Steel Ladder
industrialrenewal:catwalk_steel_pillar, Steel Pillar
industrialrenewal:catwalk_column_steel, Steel Column
industrialrenewal:brace_steel, Steel Brace Beam
industrialrenewal:lathe, Lathe Machine
industrialrenewal:alarm, Industrial Alarm
industrialrenewal:entity_detector, Entity Detector
